3006,2751,49
2459,2165,44
2641,1653,43
2950,1571,41
2146,829,31
2142,737,30
1920,603,30
1859,611,27
1794,533,26
1603,399,30
1520,273,40
1833,972,34
1581,811,31
1846,2018,22
1877,2087,22
1833,2061,33
1803,2026,32
1772,1987,25
1516,1870,23
1581,1671,27
1664,1770,22
1360,1666,17
1307,1770,26
1190,1783,17
1147,1705,21
1077,1827,19
999,1827,29
947,1814,27
1025,2000,39
590,1892,27
525,2061,31
586,2230,27
169,2400,26
108,2439,31
47,2465,27
278,2504,21
212,2482,28
1064,2430,29
1129,2252,37
295,2621,23
126,2647,21
99,2743,35
230,2990,35
