2094,434,26
2068,512,23
2163,564,31
2359,685,26
1994,568,23
2489,755,26
2433,768,27
2746,976,22
2433,1115,23
2216,993,22
2172,967,23
1764,1119,18
1525,1137,17
1707,1332,26
1955,1237,17
3067,1441,31
3019,1449,24
1677,1640,22
1629,1497,26
1538,1983,35
1603,1996,26
1664,1996,26
1777,1948,29
1751,1862,19
1946,1831,25
2103,1779,10
2159,1822,23
2259,1948,41
2116,2013,22
2368,2135,36
2450,2165,18
2415,2165,24
2424,2222,25
2472,2257,22
1633,2165,32
1729,2404,19
1659,2595,34
1212,2395,27
1164,2230,31
1225,2066,31
1199,1870,18
582,2013,31
847,2139,24
425,2382,29
399,2421,22
504,2508,24
547,2582,26
760,2608,37
829,2565,22
716,2621,21
869,2643,21
908,2656,24
951,2760,22
873,2751,31
790,2803,33
777,2895,27
886,3159,37
