2515,564,26
2468,572,26
2385,490,22
2194,355,30
2120,234,40
2076,277,31
2772,807,39
2433,928,22
2472,2092,25
2459,1992,26
2420,2000,30
2381,1961,21
2276,1766,21
2111,1849,31
2176,1645,25
1946,1649,31
1885,1749,31
1785,1770,28
1672,1796,30
1599,1818,35
1538,1809,29
1616,1996,31
1725,2230,29
1646,2404,35
1199,2217,30
1129,2031,33
1203,1883,36
564,1831,44
908,2474,29
855,2465,31
808,2369,26
747,2413,39
712,2434,37
777,2612,22
769,2717,33
486,2335,26
369,2243,22
391,2200,34
869,2951,31
2428,2048,31
1950,1050,23
2233,798,24
2189,781,29
