3025,1436,31
2888,2114,35
2841,1445,36
2781,1799,31
2419,1995,30
2325,2042,26
2227,1901,34
2342,1709,38
2346,1522,48
2218,1206,39
1941,1035,34
2222,1385,30
2227,1283,25
2167,1568,34
2210,1782,27
1885,1709,42
2052,1257,31
2005,1266,31
2069,1304,30
1625,1210,30
1664,1151,33
1685,1483,39
1612,1419,34
1245,1283,30
1480,1684,38
1314,1705,34
1173,1811,41
1109,1982,38
1484,1061,42
913,1189,39
733,1053,31
857,1108,32
550,1001,34
494,959,39
422,967,38
2897,2110,38
3029,1432,36
2850,1458,41
2786,1807,35
2414,1986,31
2517,2093,34
2338,2046,36
2214,1892,37
2355,1713,43
2393,1564,36
2350,1522,34
1100,1973,34
1164,1807,33
1314,1705,32
1484,1675,39
1612,1888,42
2205,1794,31
2171,1577,34
2222,1210,36
2235,1287,30
2231,1394,39
2056,1261,31
2065,1308,31
2013,1266,32
1962,1040,32
1617,1210,33
1706,1466,46
1587,1406,38
1881,1722,43
1254,1283,36
930,1189,32
849,1108,34
750,1057,31
529,1006,34
482,967,39
435,976,38
1484,1065,40
