2981,2258,28
2948,2211,31
2770,1836,42
2686,1803,34
2467,1440,46
2551,985,40
2395,960,40
2382,1015,36
2344,1044,38
2032,952,32
2091,728,31
2041,699,31
1906,627,28
1767,817,26
1695,1006,34
1805,1356,33
2066,1495,32
2113,1588,22
1935,1331,36
1560,1504,36
1497,1499,39
1480,1567,36
1691,1706,37
1387,821,34
1341,893,35
1058,977,34
932,897,45
1007,1424,38
856,1377,39
818,1183,42
801,1259,34
556,931,27
468,910,29
489,859,25
350,804,33
291,905,34
181,872,30
139,1044,25
641,1508,50
552,1596,46
434,1360,46
312,1457,33
371,1419,43
168,1310,43
295,1828,33
337,1799,38
826,1832,36
784,2704,42
539,2683,43
