2994,2186,36
2922,2228,40
2876,2178,34
2686,1815,42
2614,1777,35
2374,1415,39
2479,952,31
2319,947,38
2302,1011,38
2260,1011,34
1944,935,41
2011,690,34
1948,686,32
1830,615,29
1703,804,34
1691,594,26
1273,876,42
1311,800,32
1623,990,34
1724,1348,31
2028,1571,25
1986,1474,29
1872,1318,30
1602,1697,42
1471,1495,39
1404,1499,29
1408,1550,40
712,2709,48
455,2704,42
746,1832,49
894,1424,44
742,1373,41
451,1588,42
531,1512,45
253,1815,34
198,1845,33
206,1461,32
333,1369,46
953,977,35
700,1167,33
704,1247,31
843,888,38
489,939,31
219,910,30
257,813,34
92,880,30
59,1053,25
84,1310,32
