2498,299,53
2441,364,22
2533,416,34
2737,546,41
2867,611,27
2824,620,35
2533,837,21
2581,863,27
2806,989,22
2324,1115,22
2124,1015,19
1868,1033,22
2055,1223,17
2024,1549,31
2111,1775,31
2142,1844,28
2259,1822,27
2850,2144,21
2793,2122,35
2785,2074,22
2828,2061,23
2733,2031,34
2628,1831,28
2476,1905,21
2020,1896,21
1955,1896,27
1890,1883,29
1990,2070,24
2085,2300,29
2020,2487,31
1572,1953,30
1503,2126,25
1568,2296,27
942,1914,27
799,2278,26
777,2330,34
877,2413,31
1190,2461,32
1125,2491,27
1090,2513,25
1268,2539,22
1225,2539,22
1294,2651,27
1229,2647,41
1164,2695,22
1138,2795,35
1238,3020,31
