1505,2376,32
1881,2119,33
2032,2190,34
2387,1933,33
2210,1470,32
2172,1360,31
2956,1533,13
2931,1440,26
2990,1238,25
2572,863,47
2707,771,42
2340,1386,40
2484,1550,24
2412,1478,58
1885,1028,31
1830,1006,25
1906,935,34
1729,859,25
1779,829,26
1518,1032,27
1433,990,17
1733,1483,29
1986,1647,8
1885,1723,49
2138,2005,18
1956,2085,21
1800,2051,40
1800,2232,53
1767,2270,39
1577,2115,34
1273,2220,34
1105,2157,35
1214,2464,34
480,2220,30
809,2127,38
780,1967,38
860,1765,42
1092,1638,38
1176,1626,53
1366,1723,27
1315,1735,26
1383,1845,22
1450,1655,34
1505,1651,26
1535,1605,45
