1251,2144,37
1638,2721,40
2016,2582,31
1994,2539,29
2268,2673,40
2150,2873,32
2315,3311,24
2659,2070,26
2607,2074,30
1903,1137,27
1685,1579,39
1403,1631,30
1368,1649,29
677,1996,18
634,1996,31
695,2070,18
660,2039,13
630,2048,25
603,2018,31
603,1961,29
477,1749,22
538,1601,26
386,1618,22
356,1618,27
317,1827,25
152,1605,21
960,802,24
647,902,24
973,703,17
1972,1184,31
1894,1197,22
2050,1219,22
743,542,26
686,542,31
599,460,26
408,290,30
338,143,35
299,212,31
234,260,18
456,750,30
412,724,27
199,980,22
417,1041,22
1794,2899,34
