3002,1180,37
3050,1206,29
2772,1649,46
2454,1710,32
2320,2204,31
2793,2812,38
1720,2165,32
1694,2079,17
1655,2087,31
1620,2044,25
1516,1844,22
1990,894,21
1990,802,15
1759,672,19
1711,672,18
1633,590,18
1442,460,27
1373,308,21
1333,386,31
1490,889,17
1234,1132,17
1199,1723,21
1351,1927,22
1225,1940,22
1155,1827,22
1038,1831,17
990,1757,18
895,1883,24
851,1883,26
760,1866,39
869,2057,33
960,2296,26
903,2469,13
421,2287,34
351,2109,25
412,1935,35
39,2018,26
30,2539,33
13,2447,22
95,2547,30
117,2665,36
17,2643,44
34,3064,37
2924,2990,48
1494,1688,35
