2509,2641,26
2484,2262,32
2488,2165,28
2728,1912,34
2142,1643,30
2412,2372,24
2399,2595,26
2353,2443,32
2205,2388,26
2125,2291,26
2336,2220,24
2315,2182,25
2285,1373,22
2340,1032,12
1978,1676,22
1952,1672,21
1885,1946,29
1876,1453,18
1716,1175,21
1708,1116,21
1573,1019,21
1543,1028,21
1505,973,21
1391,884,21
1349,804,21
1328,834,17
1526,1238,17
1644,1230,22
1530,1904,22
1493,1858,16
1518,1862,13
1493,1895,14
1476,1845,18
1421,1718,16
1324,1761,26
1366,1651,21
1239,1643,17
1404,1154,18
1379,1133,19
1248,1272,21
1121,1188,22
1231,1091,24
978,1183,21
1083,1318,21
560,2426,26
501,2283,26
510,2224,22
594,2199,22
544,2195,21
544,2127,21
582,2127,17
455,2110,22
485,2093,16
518,2064,21
328,2081,22
312,2034,29
240,1980,21
257,1959,17
1045,2089,17
1083,1967,24
1193,1879,17
1227,1752,19
1214,1697,18
1067,1748,22
1050,1845,25
1020,1735,19
986,1735,17
1126,1706,17
1109,1664,21
1092,1626,21
1071,1520,13
1172,1449,17
780,1971,25
742,1866,17
784,1773,21
877,1832,20
527,1807,28
354,1706,17
763,1638,17
792,1664,21
421,1681,21
