1632,2039,25
2075,1916,21
2117,1904,26
2138,2034,21
2610,2123,25
2619,1946,22
2918,1938,13
3011,1946,4
3002,1946,5
2610,2119,26
2910,1933,22
2969,1912,17
3002,1954,17
2754,1727,24
2665,1714,31
2619,1942,21
2075,1916,21
2129,1895,21
2146,2047,21
2260,1853,22
2353,1828,26
2260,1567,13
1627,2043,30
1910,876,13
506,2397,33
683,2291,29
704,2203,21
598,2199,21
826,1685,25
843,1630,25
965,1310,26
932,1099,16
847,1040,26
763,998,21
653,931,18
670,880,26
628,859,17
1560,1310,25
679,1714,21
843,2005,22
1121,1946,26
1282,2367,29
16,2506,17
118,2296,21
168,2283,13
25,2317,30
8,2203,13
88,2237,13
118,2232,13
84,2178,21
97,2085,22
181,1984,18
118,1895,21
84,1858,21
299,1841,21
328,1845,26
409,1942,26
425,1841,25
438,1777,21
506,1731,12
586,1752,17
544,1622,29
1661,2848,31
1522,2772,32
1678,1651,17
