1169,2788,29
529,2485,26
482,2515,28
452,2468,24
516,2395,32
281,2459,39
226,2421,28
8,2216,31
499,2246,35
384,1794,33
819,1573,30
832,1509,30
981,1500,24
1173,2016,29
1548,2191,33
1745,1875,24
2577,1735,24
2261,1620,21
2304,1568,24
2393,1509,29
2338,1539,16
2636,1278,31
2197,1155,24
2124,1398,23
2086,1432,35
2001,1475,25
1885,1675,26
1826,1620,32
1783,1611,21
1749,1603,27
1672,1649,34
1753,1342,24
1715,1381,28
1638,1283,24
1715,1278,27
1813,1219,35
1612,1129,34
1582,1129,27
1561,1185,31
1412,1146,39
409,1564,34
366,1526,31
