3006,1888,18
3050,2039,20
3028,2270,27
2963,2361,22
2850,2547,29
2841,2326,18
2798,1935,26
2772,1957,20
2750,2070,42
2919,2053,10
2624,1966,39
2546,2400,18
2146,2530,22
2129,2573,41
2211,2335,18
2376,1705,13
2359,1705,21
2272,1818,46
2063,1779,18
2046,1849,13
2003,1831,27
1994,1805,0
1955,1814,19
2055,2061,31
2137,2005,18
2076,2122,27
2120,2152,24
1768,2625,31
2024,2452,18
1859,2812,43
1859,2096,24
1542,2044,15
1507,1961,18
1559,1618,15
1086,1862,25
1125,2283,25
1229,2343,31
1459,2387,29
599,1796,24
464,1623,55
52,3645,51
