2897,1666,38
3029,1948,42
3016,1492,32
2790,1539,43
2871,1453,32
2769,1411,33
2717,1108,46
2811,1027,36
3067,989,27
1237,2152,24
2001,1811,21
2120,1466,27
2129,1355,22
1006,2540,20
1403,1918,24
1834,1709,37
1749,1564,24
1676,1598,22
1885,1321,30
1454,1547,27
1501,1453,19
1365,1496,26
1322,1445,27
1352,1406,26
1331,1398,21
1224,1402,31
1356,1556,24
1497,1752,24
1454,1722,29
883,1713,34
904,1419,29
776,1722,29
768,1773,29
503,1914,31
315,2170,33
247,2170,34
435,2319,25
665,2289,24
610,2297,27
622,2353,27
