2969,2043,21
3011,2026,21
2678,2228,22
2678,2060,22
2792,1836,26
2412,1929,21
2711,1824,15
2644,1609,17
2315,1959,17
2222,2144,22
2188,2009,22
2150,2018,22
2129,1988,13
1724,2148,26
1746,2953,20
1602,2881,21
1353,2481,26
906,1803,30
932,1752,27
1058,1428,21
991,1230,24
910,1162,23
826,1129,21
725,1070,19
729,1036,17
687,985,21
594,2498,30
771,2401,31
780,2317,29
712,2190,24
746,1845,21
733,1916,18
645,1870,22
560,1841,17
594,1744,17
738,1664,9
489,1963,25
493,1895,21
468,2060,21
396,1954,17
362,1954,21
67,2629,17
172,2409,13
215,2405,14
42,2481,22
75,2439,26
177,2350,21
130,2350,17
134,2291,23
59,2321,25
29,2329,21
156,2207,30
244,2089,19
181,2005,26
134,1980,17
2914,2595,17
1948,998,13
