2412,2717,25
1897,2473,32
2146,2190,30
2703,2304,29
2678,2313,21
2623,1718,21
2564,1626,22
2501,1592,39
2522,1676,21
2399,1870,22
2193,1563,29
1986,1579,26
1805,1331,35
2028,1259,25
1611,1676,21
1914,1815,32
1881,1925,28
1556,1727,28
1459,1740,29
1455,1681,14
1294,1841,32
1311,1643,21
1210,1651,17
961,1638,22
1003,1647,32
902,1887,32
999,1773,25
915,1685,27
851,1533,25
590,1584,43
434,1668,38
379,1702,30
383,1150,22
244,1183,24
156,1162,22
388,1251,12
345,1247,17
400,1293,17
421,1251,17
936,547,21
1408,947,10
2863,2586,10
2884,2477,13
2935,2452,8
2918,2350,21
2931,2270,12
2825,2232,15
2986,2173,15
2404,1542,22
2568,2443,34
