2218,1887,21
2323,1794,26
2479,1777,13
2522,1841,16
2686,1828,17
1843,1912,16
1859,1862,17
2096,1820,13
1986,1992,22
2020,1980,17
2007,1803,25
2252,1702,13
2193,1731,17
2349,1617,21
2374,1558,17
2454,1575,17
2336,1440,15
2075,1491,16
2104,1466,17
2058,1584,25
1927,1491,29
1404,1997,21
1421,1967,21
1328,1908,31
1126,2064,29
1075,2068,25
1003,1971,26
970,1946,25
721,1984,25
341,2178,30
851,1866,17
809,1845,21
792,1790,17
1223,1617,21
1497,1811,25
1336,1727,17
1450,1664,22
1501,1668,21
1455,1605,16
1573,1592,12
1581,1563,17
1598,1504,13
1699,1402,13
1501,1436,21
1455,1407,12
1471,1356,15
1585,1331,21
1383,1445,36
1387,1398,17
1185,1289,26
