2893,2772,17
2779,2654,30
2737,2489,19
2707,2473,22
3011,2148,21
2328,2654,25
2159,2489,22
2155,2591,21
2484,1925,21
2547,1836,24
2446,1853,30
2429,1790,26
2382,1811,26
2172,2245,28
2243,1811,30
2382,2034,9
2332,1858,20
1830,1824,22
1573,2022,25
1615,1807,21
2053,1567,23
1986,1558,30
2184,1520,21
2041,1373,17
2121,1314,18
1349,1672,21
1168,1769,25
1142,1681,32
940,1921,25
961,1761,26
923,1769,26
1602,1297,24
455,1314,21
425,1327,26
501,1120,21
358,1133,22
307,1099,21
0,1120,25
42,1082,24
257,1196,22
1058,615,22
42,2595,46
