2872,2410,21
2477,2069,24
2556,2161,26
2708,2240,25
2761,2155,31
2764,2373,19
2689,1984,26
2651,1955,23
2824,2038,26
2809,1943,32
3011,1674,20
3039,1668,21
2215,1734,20
2458,1418,16
2578,1159,24
853,2259,25
783,2104,21
786,2050,19
824,2015,13
878,2015,20
887,2098,23
1365,1895,20
1399,1785,17
2300,1450,20
2265,1450,18
2192,1229,17
2164,1241,21
2022,976,22
2019,919,22
2613,834,15
1883,824,17
1851,827,20
1845,1045,20
1965,1020,14
1861,1681,17
1829,1649,17
1845,1643,16
1816,1658,16
1791,1621,19
1794,1665,12
1646,1554,18
1728,1500,21
1690,1434,25
1554,1428,12
1516,1488,19
1526,1538,12
1387,1538,15
1440,1497,14
1425,1459,18
1399,1418,20
1807,780,16
1696,692,13
1655,616,17
1630,650,19
1592,682,17
1715,941,16
1554,1074,13
1681,1090,15
1557,1030,16
1684,979,16
1690,932,15
1542,897,22
1431,989,19
1393,1112,13
1485,1248,12
1387,1317,15
1349,1377,22
1336,1535,22
1295,1529,25
1352,1639,25
1500,1684,16
1510,1652,16
1276,985,13
1080,1785,18
875,1952,22
831,1949,15
774,1924,19
805,1895,18
609,1914,26
594,1873,26
515,1816,28
530,1782,25
549,2019,38
556,2012,25
1036,1674,20
1080,1576,20
1172,1630,21
635,1532,28
808,1621,17
966,1592,20
1058,1450,18
1096,1456,14
707,1488,22
199,1390,15
