1237,2754,25
618,2472,27
567,2498,35
541,2459,26
371,2438,31
320,2404,29
119,2204,27
38,2204,30
593,2383,34
674,2366,30
593,2242,39
1591,2187,24
1237,2008,27
1779,1858,27
2628,1726,24
2308,1615,22
2338,1624,22
2363,1556,17
2389,1534,21
2436,1509,24
2692,1270,28
2052,1466,34
2133,1419,35
2176,1385,30
2257,1159,25
2346,1266,27
2222,1240,22
1881,1632,21
1949,1679,30
1843,1603,30
1804,1607,27
1826,1377,19
1860,1223,35
1685,1287,35
1770,1287,31
1621,1197,34
1664,1146,30
1621,1134,26
1472,1159,35
1036,1513,30
908,1522,34
891,1594,34
836,1458,27
477,1799,31
490,1585,39
