147,2089,32
33,1912,36
92,1916,36
134,1836,27
797,2018,33
417,1744,34
729,1706,30
522,1634,31
624,1537,39
767,1588,36
822,1558,29
67,922,40
156,707,41
670,998,28
716,964,31
624,838,25
991,947,22
771,1154,31
809,1167,34
1029,1289,37
1100,1381,27
1041,1499,21
1180,1563,30
1029,1685,25
1370,1879,26
1543,2325,21
1577,2283,22
1674,2313,13
1653,2291,12
1488,1992,22
1712,1929,21
1438,1870,21
1450,1786,21
1577,1697,22
2155,1360,35
2619,1129,29
2910,1078,26
2766,888,31
3019,851,20
2657,817,22
2399,749,26
2159,952,25
2075,901,22
2134,905,22
535,914,27
