2910,2152,35
2842,2207,31
2796,2157,38
2602,1807,43
2517,1752,36
2269,1398,39
2378,952,31
2163,1019,30
2210,1006,34
2218,943,34
1851,943,38
1906,707,35
1847,690,28
1737,615,27
1598,606,22
1606,800,22
1526,981,38
1619,1352,34
1881,1478,33
1501,1693,34
1370,1487,42
1294,1575,36
797,1432,38
645,1841,41
88,1862,30
164,1836,38
350,1617,46
430,1525,47
632,1377,46
109,1478,35
231,1386,45
603,1179,35
607,1268,34
1151,1061,43
1168,888,33
1202,825,39
851,985,32
754,910,36
392,960,38
134,935,38
177,825,30
12,914,30
375,2721,42
624,2725,43
