2255,251,43
2324,390,62
2537,516,42
2650,598,40
2594,598,30
2919,802,21
2389,837,26
2324,811,31
2637,2122,21
2572,2079,26
2602,2044,25
2563,2039,34
2533,1996,24
2424,1814,31
2342,1684,15
2315,1675,31
2255,1892,37
2042,1779,27
2090,1679,26
1885,1727,28
1924,1792,29
1803,1840,21
1751,1857,35
1672,1849,41
1759,2022,31
1864,2261,21
1338,2257,35
1281,2083,35
1346,1922,35
977,1996,31
1064,2504,26
990,2495,31
960,2404,26
895,2452,40
855,2478,31
916,2647,26
1077,2612,31
890,2738,48
1008,2986,30
1811,2439,26
556,2230,31
530,2270,34
643,2361,30
