2846,2651,21
2811,2647,17
2954,2465,18
2819,2430,25
3015,2348,22
2793,2018,25
2759,2035,22
2911,2148,29
2733,2144,17
2528,2491,22
2502,2556,18
2189,2408,22
2116,2612,13
2103,2660,35
1981,2530,24
330,1662,49
1425,2461,30
1738,2721,21
1790,2886,27
1216,2417,26
1116,2343,27
2368,1775,17
2272,1909,24
2059,1862,22
2072,1805,23
2042,1927,17
2007,1909,21
1955,1883,21
2116,2230,17
2055,2213,21
2042,2152,17
2124,2087,18
1855,2152,22
1516,2109,26
1503,2039,17
1555,1714,9
1464,1727,17
1468,1775,29
1281,1857,18
1090,1922,21
968,2296,22
273,1124,36
560,1849,23
