948,2759,27
961,2671,30
944,2494,17
1024,2405,17
1164,2393,25
1117,2380,25
1100,2350,27
1560,2439,13
1682,2161,22
1708,2043,28
1556,2258,21
1366,2258,21
1379,2157,17
1353,2182,21
1223,2178,16
1239,2161,17
1286,2161,17
1252,2110,30
1197,2148,21
1164,2140,26
1450,2026,18
1493,2009,21
1286,1997,17
1269,1916,21
1303,1866,21
1678,1440,13
1644,1428,18
1594,1411,25
2994,1398,30
3019,1019,36
750,2982,21
721,2856,17
683,2797,12
1197,1744,21
1564,1381,21
1627,1280,13
1269,1449,17
1164,1533,26
1088,1601,29
1172,1799,17
1142,1799,13
1096,1807,21
982,1714,17
1003,1895,21
986,2199,17
666,2426,17
649,2578,22
539,2460,9
2108,1942,0
2108,1959,24
1990,2136,25
2125,2384,18
759,2359,17
657,2393,15
662,2216,12
691,2207,13
539,2468,17
2045,1322,22
843,2034,17
590,2738,21
556,2742,13
476,2334,26
489,2430,13
463,2447,23
