2332,2624,24
2560,2574,25
2990,2376,18
2657,2195,27
2657,2355,14
2707,2447,21
2732,2401,13
2775,2405,21
2813,2110,12
2842,2102,9
2804,2085,13
2758,2077,21
2914,2115,17
2973,2064,17
2522,1592,29
2454,1504,26
2437,1567,31
2353,1474,35
2264,1432,24
2277,1769,25
2041,2093,29
2260,2098,25
1762,2397,26
1758,1727,51
1821,1495,31
2028,1478,31
1665,1247,26
1868,1259,21
1864,1137,26
1881,1158,30
1906,1116,25
1969,1183,35
2155,922,43
1493,1672,24
1497,1609,25
1336,1613,17
1261,1630,16
1214,1601,21
1252,1601,13
1248,1672,8
944,2106,24
746,1853,34
801,1617,30
873,1617,26
843,1664,25
742,1537,26
506,1579,31
354,1664,21
565,2254,17
223,1213,25
126,1179,22
350,1167,29
851,551,22
666,1293,29
