371,2030,39
265,2249,26
312,2258,21
396,2190,17
927,2136,34
847,2152,29
763,2009,25
700,1975,30
544,1853,33
518,1845,26
485,1765,25
1315,2056,31
1336,2005,22
1197,1921,31
2125,2043,25
2167,2009,21
2167,2072,38
1923,1942,25
1948,1879,25
2446,1912,30
2581,1769,33
2631,1799,31
2859,1828,17
2796,1765,33
2492,1643,17
2429,1681,21
2606,1520,22
2652,1461,26
2783,1487,26
2614,1289,22
2239,1369,21
2285,1322,23
2235,1483,22
2062,1348,31
1914,1310,36
1876,1234,31
1750,1251,21
1564,1487,26
1564,1449,27
1455,1786,21
1214,1681,32
1396,1571,21
1446,1579,21
1408,1504,25
1455,1280,21
1526,1297,26
1585,1339,21
1585,1137,34
1408,1183,22
1404,1263,26
1374,1335,42
1320,1285,17
1282,1204,35
1050,1082,29
1083,1070,17
1071,1508,25
894,1584,30
746,1394,34
569,1335,25
923,1853,30
2281,1799,13
2142,1769,25
2167,1723,21
2285,1828,30
2269,1794,25
